Date,Customer Acquisition Type,State,Product,Price,Units,Revenue,Delivery Performance,Return,Customer Satisfaction,,,,,,,,,,,
06-10-2018,Organic,Georgia,Product 4,99,10,990,on-time,yes,(3) ok,,,,,,,,,,,
09-10-2018,Organic,Georgia,Product 4,99,4,396,delayed,no,(2) low,,,,,,,,,,,
10-10-2018,Organic,Georgia,Product 4,99,2,198,on-time,no,(3) ok,,,,,,,,,,,
13-10-2018,Organic,North Carolina,Product 4,99,1,99,on-time,no,(2) low,,,,,,,,,,,
15-10-2018,Organic,Florida,Product 4,99,5,495,on-time,no,(2) low,,,,,,,,,,,
17-10-2018,Organic,Tennessee,Product 4,99,4,396,on-time,no,(3) ok,,,,,,,,,,,
17-10-2018,Organic,Georgia,Product 4,99,4,396,on-time,no,(3) ok,,,,,,,,,,,
17-10-2018,Organic,Georgia,Product 4,99,4,396,on-time,no,(2) low,,,,,,,,,,,
06-11-2018,Organic,Georgia,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
13-11-2018,Organic,South Carolina,Product 4,99,8,792,delayed,no,(4) high,,,,,,,,,,,
17-11-2018,Organic,South Carolina,Product 4,99,2,198,on-time,no,(3) ok,,,,,,,,,,,
17-11-2018,Organic,Florida,Product 4,99,8,792,on-time,yes,(3) ok,,,,,,,,,,,
20-11-2018,Organic,Mississippi,Product 4,99,9,891,delayed,no,(4) high,,,,,,,,,,,
24-11-2018,Organic,Mississippi,Product 4,99,2,198,delayed,no,(2) low,,,,,,,,,,,
25-11-2018,Organic,Alabama,Product 4,99,5,495,on-time,no,(3) ok,,,,,,,,,,,
25-11-2018,Organic,Alabama,Product 4,99,2,198,on-time,no,(2) low,,,,,,,,,,,
28-11-2018,Organic,Alabama,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
28-11-2018,Organic,Georgia,Product 4,99,2,198,on-time,no,(3) ok,,,,,,,,,,,
02-12-2018,Organic,Mississippi,Product 4,99,9,891,on-time,yes,(1) very low,,,,,,,,,,,
02-12-2018,Organic,Alabama,Product 4,99,4,396,on-time,no,(4) high,,,,,,,,,,,
06-12-2018,Organic,South Carolina,Product 4,99,2,198,delayed,no,(3) ok,,,,,,,,,,,
07-12-2018,Organic,Alabama,Product 4,99,8,792,on-time,no,(3) ok,,,,,,,,,,,
17-12-2018,Organic,Georgia,Product 4,99,5,495,delayed,no,(3) ok,,,,,,,,,,,
17-12-2018,Organic,South Carolina,Product 4,99,8,792,on-time,no,(5) very high,,,,,,,,,,,
18-12-2018,Organic,Florida,Product 4,99,3,297,on-time,yes,(5) very high,,,,,,,,,,,
19-12-2018,Organic,South Carolina,Product 4,99,5,495,on-time,no,(2) low,,,,,,,,,,,
22-12-2018,Organic,Alabama,Product 4,99,2,198,delayed,no,(3) ok,,,,,,,,,,,
22-12-2018,Organic,Mississippi,Product 4,99,3,297,delayed,no,(2) low,,,,,,,,,,,
30-12-2018,Organic,Georgia,Product 4,99,1,99,delayed,no,(5) very high,,,,,,,,,,,
12-01-2019,Organic,North Carolina,Product 4,99,6,594,delayed,no,(3) ok,,,,,,,,,,,
12-01-2019,Organic,North Carolina,Product 4,99,8,792,delayed,yes,(3) ok,,,,,,,,,,,
15-01-2019,Organic,Florida,Product 4,99,7,693,delayed,no,(4) high,,,,,,,,,,,
17-01-2019,Organic,Alabama,Product 4,99,5,495,on-time,no,(2) low,,,,,,,,,,,
19-01-2019,Organic,South Carolina,Product 4,99,10,990,delayed,no,(3) ok,,,,,,,,,,,
23-01-2019,Organic,Tennessee,Product 4,99,6,594,on-time,no,(3) ok,,,,,,,,,,,
24-01-2019,Organic,South Carolina,Product 4,99,7,693,delayed,no,(4) high,,,,,,,,,,,
31-01-2019,Organic,North Carolina,Product 4,99,5,495,on-time,no,(2) low,,,,,,,,,,,
31-01-2019,Organic,Tennessee,Product 4,99,6,594,on-time,no,(4) high,,,,,,,,,,,
01-02-2019,Organic,Mississippi,Product 4,99,8,792,delayed,no,(3) ok,,,,,,,,,,,
02-02-2019,Organic,North Carolina,Product 4,99,7,693,on-time,no,(3) ok,,,,,,,,,,,
11-02-2019,Organic,North Carolina,Product 4,99,3,297,on-time,no,(2) low,,,,,,,,,,,
20-02-2019,Organic,Mississippi,Product 4,99,5,495,on-time,no,(1) very low,,,,,,,,,,,
21-02-2019,Organic,Florida,Product 4,99,7,693,delayed,no,(2) low,,,,,,,,,,,
03-03-2019,Organic,Alabama,Product 4,99,4,396,delayed,no,(4) high,,,,,,,,,,,
04-03-2019,Organic,North Carolina,Product 4,99,2,198,on-time,no,(3) ok,,,,,,,,,,,
11-03-2019,Organic,Mississippi,Product 4,99,6,594,on-time,no,(4) high,,,,,,,,,,,
11-03-2019,Organic,Alabama,Product 4,99,2,198,delayed,no,(3) ok,,,,,,,,,,,
13-03-2019,Organic,North Carolina,Product 4,99,10,990,delayed,no,(3) ok,,,,,,,,,,,
24-03-2019,Organic,Alabama,Product 4,99,4,396,on-time,no,(3) ok,,,,,,,,,,,
24-03-2019,Organic,Tennessee,Product 4,99,3,297,on-time,no,(5) very high,,,,,,,,,,,
26-03-2019,Organic,Florida,Product 4,99,6,594,delayed,no,(2) low,,,,,,,,,,,
28-03-2019,Organic,Georgia,Product 4,99,2,198,delayed,no,(5) very high,,,,,,,,,,,
28-03-2019,Organic,North Carolina,Product 4,99,6,594,on-time,no,(4) high,,,,,,,,,,,
31-03-2019,Organic,Mississippi,Product 4,99,3,297,delayed,no,(4) high,,,,,,,,,,,
03-04-2019,Organic,North Carolina,Product 4,99,5,495,delayed,no,(4) high,,,,,,,,,,,
03-04-2019,Organic,Mississippi,Product 4,99,7,693,on-time,no,(2) low,,,,,,,,,,,
03-04-2019,Organic,Georgia,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
17-04-2019,Organic,North Carolina,Product 4,99,8,792,on-time,no,(4) high,,,,,,,,,,,
19-04-2019,Organic,Alabama,Product 4,99,10,990,on-time,no,(3) ok,,,,,,,,,,,
24-04-2019,Organic,South Carolina,Product 4,99,9,891,delayed,yes,(3) ok,,,,,,,,,,,
24-04-2019,Organic,Alabama,Product 4,99,1,99,delayed,no,(5) very high,,,,,,,,,,,
28-04-2019,Organic,Mississippi,Product 4,99,4,396,delayed,no,(3) ok,,,,,,,,,,,
30-04-2019,Organic,Alabama,Product 4,99,7,693,on-time,yes,(3) ok,,,,,,,,,,,
02-05-2019,Organic,Mississippi,Product 4,99,2,198,delayed,no,(2) low,,,,,,,,,,,
11-05-2019,Organic,Mississippi,Product 4,99,6,594,delayed,no,(2) low,,,,,,,,,,,
11-05-2019,Organic,South Carolina,Product 4,99,10,990,on-time,no,(2) low,,,,,,,,,,,
12-05-2019,Organic,Alabama,Product 4,99,10,990,delayed,no,(5) very high,,,,,,,,,,,
18-05-2019,Organic,South Carolina,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
29-05-2019,Organic,Alabama,Product 4,99,8,792,on-time,no,(4) high,,,,,,,,,,,
31-05-2019,Organic,Alabama,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
01-06-2019,Organic,Georgia,Product 4,99,2,198,on-time,no,(3) ok,,,,,,,,,,,
07-06-2019,Organic,North Carolina,Product 4,99,4,396,on-time,yes,(4) high,,,,,,,,,,,
17-06-2019,Organic,Georgia,Product 4,99,3,297,on-time,no,(2) low,,,,,,,,,,,
20-06-2019,Organic,North Carolina,Product 4,99,7,693,on-time,yes,(4) high,,,,,,,,,,,
01-07-2019,Organic,Georgia,Product 4,99,5,495,delayed,no,(4) high,,,,,,,,,,,
06-07-2019,Organic,South Carolina,Product 4,99,7,693,on-time,no,(3) ok,,,,,,,,,,,
09-07-2019,Organic,Mississippi,Product 4,99,8,792,on-time,no,(1) very low,,,,,,,,,,,
17-07-2019,Organic,Tennessee,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
20-07-2019,Organic,Mississippi,Product 4,99,3,297,delayed,no,(4) high,,,,,,,,,,,
22-07-2019,Organic,Mississippi,Product 4,99,1,99,on-time,no,(5) very high,,,,,,,,,,,
27-07-2019,Organic,South Carolina,Product 4,99,10,990,on-time,no,(3) ok,,,,,,,,,,,
27-07-2019,Organic,Florida,Product 4,99,2,198,delayed,no,(3) ok,,,,,,,,,,,
29-07-2019,Organic,North Carolina,Product 4,99,1,99,on-time,yes,(1) very low,,,,,,,,,,,
31-07-2019,Organic,Georgia,Product 4,99,5,495,delayed,no,(3) ok,,,,,,,,,,,
31-07-2019,Organic,Florida,Product 4,99,9,891,delayed,no,(4) high,,,,,,,,,,,
09-08-2019,Organic,Florida,Product 4,99,6,594,delayed,no,(4) high,,,,,,,,,,,
10-08-2019,Organic,North Carolina,Product 4,99,8,792,on-time,no,(3) ok,,,,,,,,,,,
15-08-2019,Organic,Georgia,Product 4,99,7,693,delayed,yes,(1) very low,,,,,,,,,,,
17-08-2019,Organic,Tennessee,Product 4,99,10,990,on-time,no,(4) high,,,,,,,,,,,
17-08-2019,Organic,Florida,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
18-08-2019,Organic,South Carolina,Product 4,99,8,792,on-time,no,(3) ok,,,,,,,,,,,
18-08-2019,Organic,North Carolina,Product 4,99,7,693,delayed,no,(3) ok,,,,,,,,,,,
18-08-2019,Organic,Georgia,Product 4,99,7,693,on-time,no,(3) ok,,,,,,,,,,,
19-08-2019,Organic,Tennessee,Product 4,99,8,792,on-time,no,(4) high,,,,,,,,,,,
19-08-2019,Organic,Alabama,Product 4,99,8,792,delayed,no,(4) high,,,,,,,,,,,
28-08-2019,Organic,North Carolina,Product 4,99,10,990,delayed,no,(2) low,,,,,,,,,,,
30-08-2019,Organic,Florida,Product 4,99,9,891,on-time,no,(3) ok,,,,,,,,,,,
31-08-2019,Organic,Florida,Product 4,99,4,396,on-time,no,(3) ok,,,,,,,,,,,
09-09-2019,Organic,North Carolina,Product 4,99,4,396,delayed,no,(2) low,,,,,,,,,,,
11-09-2019,Organic,North Carolina,Product 4,99,3,297,on-time,no,(4) high,,,,,,,,,,,
17-09-2019,Organic,South Carolina,Product 4,99,6,594,on-time,no,(1) very low,,,,,,,,,,,
17-09-2019,Organic,Florida,Product 4,99,4,396,on-time,no,(1) very low,,,,,,,,,,,
19-09-2019,Organic,Tennessee,Product 4,99,4,396,on-time,no,(1) very low,,,,,,,,,,,
20-09-2019,Organic,Mississippi,Product 4,99,9,891,on-time,no,(3) ok,,,,,,,,,,,
24-09-2019,Organic,South Carolina,Product 4,99,5,495,on-time,no,(3) ok,,,,,,,,,,,
25-09-2019,Organic,South Carolina,Product 4,99,9,891,delayed,no,(2) low,,,,,,,,,,,
28-09-2019,Organic,Florida,Product 4,99,4,396,on-time,no,(3) ok,,,,,,,,,,,
29-09-2019,Organic,Mississippi,Product 4,99,5,495,delayed,no,(5) very high,,,,,,,,,,,
04-10-2019,Organic,South Carolina,Product 4,99,6,594,on-time,no,(5) very high,,,,,,,,,,,
05-10-2019,Organic,Georgia,Product 4,99,8,792,on-time,no,(4) high,,,,,,,,,,,
09-10-2019,Organic,Alabama,Product 4,99,5,495,delayed,no,(1) very low,,,,,,,,,,,
15-10-2019,Organic,Mississippi,Product 4,99,7,693,on-time,yes,(3) ok,,,,,,,,,,,
17-10-2019,Organic,Mississippi,Product 4,99,6,594,delayed,no,(4) high,,,,,,,,,,,
20-10-2019,Organic,Mississippi,Product 4,99,10,990,delayed,no,(2) low,,,,,,,,,,,
21-10-2019,Organic,North Carolina,Product 4,99,8,792,on-time,no,(3) ok,,,,,,,,,,,
01-11-2019,Organic,Alabama,Product 4,99,9,891,on-time,no,(4) high,,,,,,,,,,,
02-11-2019,Organic,Alabama,Product 4,99,9,891,on-time,no,(1) very low,,,,,,,,,,,
04-11-2019,Organic,South Carolina,Product 4,99,10,990,on-time,no,(3) ok,,,,,,,,,,,
07-11-2019,Organic,Florida,Product 4,99,2,198,on-time,no,(1) very low,,,,,,,,,,,
14-11-2019,Organic,Mississippi,Product 4,99,1,99,on-time,no,(3) ok,,,,,,,,,,,
15-11-2019,Organic,South Carolina,Product 4,99,6,594,on-time,yes,(3) ok,,,,,,,,,,,
15-11-2019,Organic,South Carolina,Product 4,99,6,594,delayed,no,(2) low,,,,,,,,,,,
15-11-2019,Organic,Florida,Product 4,99,6,594,on-time,no,(5) very high,,,,,,,,,,,
16-11-2019,Organic,Mississippi,Product 4,99,6,594,on-time,no,(3) ok,,,,,,,,,,,
19-11-2019,Organic,Mississippi,Product 4,99,9,891,on-time,no,(4) high,,,,,,,,,,,
02-12-2019,Organic,Tennessee,Product 4,99,7,693,on-time,no,(3) ok,,,,,,,,,,,
05-12-2019,Organic,Georgia,Product 4,99,8,792,delayed,no,(3) ok,,,,,,,,,,,
08-12-2019,Organic,Alabama,Product 4,99,7,693,on-time,no,(1) very low,,,,,,,,,,,
09-12-2019,Organic,Alabama,Product 4,99,9,891,delayed,yes,(4) high,,,,,,,,,,,
13-12-2019,Organic,Tennessee,Product 4,99,10,990,on-time,no,(4) high,,,,,,,,,,,
18-12-2019,Organic,South Carolina,Product 4,99,5,495,on-time,no,(5) very high,,,,,,,,,,,
31-12-2019,Organic,Georgia,Product 4,99,6,594,on-time,no,(3) ok,,,,,,,,,,,
06-01-2017,Organic,Mississippi,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
12-01-2017,Organic,Mississippi,Product 5,399,10,3990,on-time,no,(2) low,,,,,,,,,,,
13-01-2017,Organic,Florida,Product 5,399,1,399,on-time,no,(4) high,,,,,,,,,,,
13-01-2017,Organic,South Carolina,Product 5,399,9,3591,delayed,no,(4) high,,,,,,,,,,,
17-01-2017,Organic,North Carolina,Product 5,399,1,399,on-time,no,(2) low,,,,,,,,,,,
17-01-2017,Organic,Alabama,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
19-01-2017,Organic,Georgia,Product 5,399,3,1197,on-time,no,(2) low,,,,,,,,,,,
04-02-2017,Organic,Florida,Product 5,399,2,798,on-time,no,(1) very low,,,,,,,,,,,
05-02-2017,Organic,South Carolina,Product 5,399,7,2793,on-time,no,(4) high,,,,,,,,,,,
17-02-2017,Organic,Georgia,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
18-02-2017,Organic,Tennessee,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
23-02-2017,Organic,Mississippi,Product 5,399,8,3192,delayed,no,(4) high,,,,,,,,,,,
27-02-2017,Organic,Alabama,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
28-02-2017,Organic,Florida,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
01-03-2017,Organic,Mississippi,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
03-03-2017,Organic,South Carolina,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
04-03-2017,Organic,Tennessee,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
04-03-2017,Organic,Georgia,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
06-03-2017,Organic,South Carolina,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
06-03-2017,Organic,South Carolina,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
06-03-2017,Organic,Mississippi,Product 5,399,1,399,delayed,no,(4) high,,,,,,,,,,,
16-03-2017,Organic,North Carolina,Product 5,399,10,3990,delayed,yes,(3) ok,,,,,,,,,,,
19-03-2017,Organic,Mississippi,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
21-03-2017,Organic,South Carolina,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
22-03-2017,Organic,Alabama,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
23-03-2017,Organic,Georgia,Product 5,399,9,3591,delayed,no,(3) ok,,,,,,,,,,,
23-03-2017,Organic,Alabama,Product 5,399,7,2793,on-time,yes,(2) low,,,,,,,,,,,
29-03-2017,Organic,Mississippi,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
11-04-2017,Organic,South Carolina,Product 5,399,5,1995,delayed,no,(3) ok,,,,,,,,,,,
12-04-2017,Organic,Tennessee,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
13-04-2017,Organic,South Carolina,Product 5,399,8,3192,delayed,no,(4) high,,,,,,,,,,,
17-04-2017,Organic,Georgia,Product 5,399,8,3192,on-time,no,(1) very low,,,,,,,,,,,
21-04-2017,Organic,South Carolina,Product 5,399,2,798,on-time,no,(4) high,,,,,,,,,,,
21-04-2017,Organic,Tennessee,Product 5,399,3,1197,delayed,no,(3) ok,,,,,,,,,,,
21-04-2017,Organic,Florida,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
22-04-2017,Organic,South Carolina,Product 5,399,3,1197,on-time,no,(4) high,,,,,,,,,,,
24-04-2017,Organic,South Carolina,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
25-04-2017,Organic,North Carolina,Product 5,399,3,1197,on-time,no,(2) low,,,,,,,,,,,
26-04-2017,Organic,Mississippi,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
29-04-2017,Organic,Mississippi,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
04-05-2017,Organic,Mississippi,Product 5,399,9,3591,delayed,no,(5) very high,,,,,,,,,,,
07-05-2017,Organic,Georgia,Product 5,399,1,399,delayed,no,(2) low,,,,,,,,,,,
07-05-2017,Organic,South Carolina,Product 5,399,2,798,on-time,yes,(3) ok,,,,,,,,,,,
13-05-2017,Organic,North Carolina,Product 5,399,7,2793,on-time,no,(2) low,,,,,,,,,,,
18-05-2017,Organic,Mississippi,Product 5,399,10,3990,on-time,no,(1) very low,,,,,,,,,,,
24-05-2017,Organic,Florida,Product 5,399,1,399,on-time,no,(4) high,,,,,,,,,,,
26-05-2017,Organic,Florida,Product 5,399,1,399,delayed,no,(2) low,,,,,,,,,,,
28-05-2017,Organic,Georgia,Product 5,399,7,2793,on-time,no,(2) low,,,,,,,,,,,
30-05-2017,Organic,North Carolina,Product 5,399,2,798,on-time,no,(2) low,,,,,,,,,,,
06-06-2017,Organic,Florida,Product 5,399,10,3990,delayed,no,(5) very high,,,,,,,,,,,
09-06-2017,Organic,Mississippi,Product 5,399,1,399,on-time,no,(3) ok,,,,,,,,,,,
09-06-2017,Organic,Alabama,Product 5,399,4,1596,on-time,no,(1) very low,,,,,,,,,,,
10-06-2017,Organic,North Carolina,Product 5,399,10,3990,on-time,no,(2) low,,,,,,,,,,,
14-06-2017,Organic,South Carolina,Product 5,399,3,1197,on-time,no,(4) high,,,,,,,,,,,
14-06-2017,Organic,Mississippi,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
16-06-2017,Organic,North Carolina,Product 5,399,3,1197,delayed,no,(3) ok,,,,,,,,,,,
24-06-2017,Organic,Georgia,Product 5,399,3,1197,delayed,no,(5) very high,,,,,,,,,,,
24-06-2017,Organic,North Carolina,Product 5,399,6,2394,on-time,no,(2) low,,,,,,,,,,,
29-06-2017,Organic,Mississippi,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
29-06-2017,Organic,Mississippi,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
02-07-2017,Organic,Florida,Product 5,399,4,1596,delayed,no,(4) high,,,,,,,,,,,
03-07-2017,Organic,Mississippi,Product 5,399,8,3192,delayed,yes,(5) very high,,,,,,,,,,,
07-07-2017,Organic,North Carolina,Product 5,399,4,1596,delayed,no,(4) high,,,,,,,,,,,
07-07-2017,Organic,North Carolina,Product 5,399,5,1995,delayed,no,(3) ok,,,,,,,,,,,
09-07-2017,Organic,South Carolina,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
11-07-2017,Organic,Mississippi,Product 5,399,2,798,on-time,no,(3) ok,,,,,,,,,,,
15-07-2017,Organic,Florida,Product 5,399,4,1596,delayed,no,(5) very high,,,,,,,,,,,
15-07-2017,Organic,Alabama,Product 5,399,1,399,delayed,no,(4) high,,,,,,,,,,,
17-07-2017,Organic,Florida,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
18-07-2017,Organic,South Carolina,Product 5,399,8,3192,on-time,no,(2) low,,,,,,,,,,,
18-07-2017,Organic,Alabama,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
18-07-2017,Organic,South Carolina,Product 5,399,9,3591,on-time,no,(2) low,,,,,,,,,,,
23-07-2017,Organic,Georgia,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
26-07-2017,Organic,South Carolina,Product 5,399,1,399,delayed,no,(3) ok,,,,,,,,,,,
29-07-2017,Organic,Mississippi,Product 5,399,8,3192,delayed,no,(4) high,,,,,,,,,,,
04-08-2017,Organic,Alabama,Product 5,399,4,1596,delayed,no,(2) low,,,,,,,,,,,
04-08-2017,Organic,Georgia,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
07-08-2017,Organic,Georgia,Product 5,399,7,2793,delayed,no,(5) very high,,,,,,,,,,,
11-08-2017,Organic,South Carolina,Product 5,399,4,1596,delayed,no,(4) high,,,,,,,,,,,
11-08-2017,Organic,Alabama,Product 5,399,6,2394,on-time,no,(3) ok,,,,,,,,,,,
11-08-2017,Organic,North Carolina,Product 5,399,2,798,on-time,no,(2) low,,,,,,,,,,,
14-08-2017,Organic,North Carolina,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
16-08-2017,Organic,Florida,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
16-08-2017,Organic,Alabama,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
18-08-2017,Organic,North Carolina,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
18-08-2017,Organic,Alabama,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
18-08-2017,Organic,Georgia,Product 5,399,8,3192,on-time,no,(4) high,,,,,,,,,,,
21-08-2017,Organic,South Carolina,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
25-08-2017,Organic,Florida,Product 5,399,8,3192,on-time,no,(3) ok,,,,,,,,,,,
31-08-2017,Organic,Tennessee,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
31-08-2017,Organic,Georgia,Product 5,399,9,3591,on-time,yes,(3) ok,,,,,,,,,,,
31-08-2017,Organic,Georgia,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
03-09-2017,Organic,South Carolina,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
06-09-2017,Organic,North Carolina,Product 5,399,10,3990,on-time,no,(3) ok,,,,,,,,,,,
07-09-2017,Organic,North Carolina,Product 5,399,8,3192,on-time,no,(2) low,,,,,,,,,,,
10-09-2017,Organic,Mississippi,Product 5,399,10,3990,on-time,no,(2) low,,,,,,,,,,,
12-09-2017,Organic,Alabama,Product 5,399,4,1596,on-time,no,(4) high,,,,,,,,,,,
17-09-2017,Organic,South Carolina,Product 5,399,6,2394,on-time,no,(1) very low,,,,,,,,,,,
20-09-2017,Organic,North Carolina,Product 5,399,3,1197,delayed,no,(4) high,,,,,,,,,,,
22-09-2017,Organic,North Carolina,Product 5,399,5,1995,on-time,yes,(4) high,,,,,,,,,,,
25-09-2017,Organic,Mississippi,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
28-09-2017,Organic,Tennessee,Product 5,399,2,798,on-time,no,(1) very low,,,,,,,,,,,
30-09-2017,Organic,Florida,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
03-10-2017,Organic,Alabama,Product 5,399,9,3591,on-time,no,(5) very high,,,,,,,,,,,
05-10-2017,Organic,Georgia,Product 5,399,10,3990,on-time,no,(1) very low,,,,,,,,,,,
05-10-2017,Organic,Tennessee,Product 5,399,3,1197,delayed,no,(3) ok,,,,,,,,,,,
05-10-2017,Organic,North Carolina,Product 5,399,4,1596,on-time,no,(2) low,,,,,,,,,,,
06-10-2017,Organic,Alabama,Product 5,399,4,1596,delayed,no,(3) ok,,,,,,,,,,,
07-10-2017,Organic,Florida,Product 5,399,3,1197,on-time,no,(4) high,,,,,,,,,,,
10-10-2017,Organic,North Carolina,Product 5,399,6,2394,delayed,no,(3) ok,,,,,,,,,,,
10-10-2017,Organic,South Carolina,Product 5,399,7,2793,on-time,yes,(4) high,,,,,,,,,,,
12-10-2017,Organic,Georgia,Product 5,399,3,1197,on-time,no,(4) high,,,,,,,,,,,
18-10-2017,Organic,Tennessee,Product 5,399,9,3591,on-time,no,(1) very low,,,,,,,,,,,
19-10-2017,Organic,Florida,Product 5,399,3,1197,on-time,yes,(4) high,,,,,,,,,,,
21-10-2017,Organic,South Carolina,Product 5,399,10,3990,on-time,no,(4) high,,,,,,,,,,,
25-10-2017,Organic,Florida,Product 5,399,7,2793,on-time,no,(3) ok,,,,,,,,,,,
01-11-2017,Organic,Florida,Product 5,399,9,3591,delayed,no,(2) low,,,,,,,,,,,
01-11-2017,Organic,Georgia,Product 5,399,9,3591,on-time,no,(3) ok,,,,,,,,,,,
05-11-2017,Organic,Mississippi,Product 5,399,4,1596,on-time,no,(2) low,,,,,,,,,,,
13-11-2017,Organic,Mississippi,Product 5,399,9,3591,on-time,no,(2) low,,,,,,,,,,,
15-11-2017,Organic,Alabama,Product 5,399,3,1197,on-time,no,(2) low,,,,,,,,,,,
19-11-2017,Organic,Florida,Product 5,399,9,3591,delayed,no,(1) very low,,,,,,,,,,,
20-11-2017,Organic,Georgia,Product 5,399,3,1197,on-time,no,(3) ok,,,,,,,,,,,
21-11-2017,Organic,Tennessee,Product 5,399,7,2793,on-time,no,(2) low,,,,,,,,,,,
25-11-2017,Organic,South Carolina,Product 5,399,5,1995,delayed,no,(1) very low,,,,,,,,,,,
01-12-2017,Organic,Florida,Product 5,399,2,798,delayed,no,(3) ok,,,,,,,,,,,
04-12-2017,Organic,North Carolina,Product 5,399,3,1197,delayed,no,(4) high,,,,,,,,,,,
05-12-2017,Organic,Florida,Product 5,399,6,2394,on-time,yes,(2) low,,,,,,,,,,,
12-12-2017,Organic,Alabama,Product 5,399,3,1197,on-time,yes,(4) high,,,,,,,,,,,
16-12-2017,Organic,Florida,Product 5,399,2,798,on-time,no,(4) high,,,,,,,,,,,
17-12-2017,Organic,Alabama,Product 5,399,5,1995,on-time,no,(3) ok,,,,,,,,,,,
18-12-2017,Organic,Georgia,Product 5,399,8,3192,on-time,yes,(2) low,,,,,,,,,,,
26-12-2017,Organic,North Carolina,Product 5,399,8,3192,on-time,no,(1) very low,,,,,,,,,,,
02-01-2018,Organic,Florida,Product 5,399,8,3192,delayed,no,(3) ok,,,,,,,,,,,
09-01-2018,Organic,Mississippi,Product 5,399,9,3591,delayed,no,(3) ok,,,,,,,,,,,
09-01-2018,Organic,South Carolina,Product 5,399,3,1197,delayed,no,(3) ok,,,,,,,,,,,
18-01-2018,Organic,South Carolina,Product 5,399,2,798,on-time,no,(4) high,,,,,,,,,,,
18-01-2018,Organic,Florida,Product 5,399,4,1596,on-time,no,(5) very high,,,,,,,,,,,
18-01-2018,Organic,Alabama,Product 5,399,1,399,delayed,no,(4) high,,,,,,,,,,,
02-02-2018,Organic,South Carolina,Product 5,399,5,1995,on-time,no,(2) low,,,,,,,,,,,
05-02-2018,Organic,North Carolina,Product 5,399,8,3192,delayed,no,(4) high,,,,,,,,,,,
07-02-2018,Organic,Alabama,Product 5,399,10,3990,delayed,no,(3) ok,,,,,,,,,,,
09-02-2018,Organic,Georgia,Product 5,399,4,1596,on-time,no,(3) ok,,,,,,,,,,,
